,ID,Date,Temp_m,Generation,Irradiance,Capacity,Lat,Lon,Angle,Irradiance_m,Temp,Module,測站氣壓,海平面氣壓,測站最高氣壓,測站最高氣壓時間,測站最低氣壓,測站最低氣壓時間,氣溫,最高氣溫,最高氣溫時間,最低氣溫,最低氣溫時間,露點溫度,相對溼度,最小相對溼度,最小相對溼度時間,風速,風向,最大陣風,最大陣風風向,最大陣風風速時間,降水量,降水時數,最大十分鐘降水量,最大十分鐘降水量起始時間,最大六十分鐘降水量,最大六十分鐘降水量起始時間,日照時數,日照率,全天空日射量,能見度,A型蒸發量,日最高紫外線指數,日最高紫外線指數時間,總雲量
1363,3258,2021/10/5,,2367,24.44,498.6,25.03,121.08,-95.0,6789,29.8,MM60-6RT-300,1008.4 ,1010.9 ,1011.0 ,2021-10-05 00:01 ,1006.7 ,2021-10-05 14:31 ,29.8 ,34.1 ,2021-10-05 13:51 ,27.0 ,2021-10-05 02:44 ,20.2 ,57 ,40 ,2021-10-05 12:09 ,8.2 ,70 ,19.8 ,100 ,2021-10-05 11:00 ,0.0 ,0.0 ,0.0 ,... ,0.0 ,... ,11.2 ,95.7 ,22.50 ,25.2 ,8.5 ,9 ,2021-10-05 12:00 ,1.4 
1364,3259,2021/10/5,,2262,23.22,499.8,25.11,121.26,22.0,6450,29.8,MM60-6RT-300,1008.4 ,1010.9 ,1011.0 ,2021-10-05 00:01 ,1006.7 ,2021-10-05 14:31 ,29.8 ,34.1 ,2021-10-05 13:51 ,27.0 ,2021-10-05 02:44 ,20.2 ,57 ,40 ,2021-10-05 12:09 ,8.2 ,70 ,19.8 ,100 ,2021-10-05 11:00 ,0.0 ,0.0 ,0.0 ,... ,0.0 ,... ,11.2 ,95.7 ,22.50 ,25.2 ,8.5 ,9 ,2021-10-05 12:00 ,1.4 
1365,3260,2021/10/5,,649,23.22,438.3,25.11,121.26,-160.0,6450,29.8,MM60-6RT-300,1008.4 ,1010.9 ,1011.0 ,2021-10-05 00:01 ,1006.7 ,2021-10-05 14:31 ,29.8 ,34.1 ,2021-10-05 13:51 ,27.0 ,2021-10-05 02:44 ,20.2 ,57 ,40 ,2021-10-05 12:09 ,8.2 ,70 ,19.8 ,100 ,2021-10-05 11:00 ,0.0 ,0.0 ,0.0 ,... ,0.0 ,... ,11.2 ,95.7 ,22.50 ,25.2 ,8.5 ,9 ,2021-10-05 12:00 ,1.4 
1366,3272,2021/10/6,,2160,22.87,499.8,25.11,121.26,22.0,6353,29.6,MM60-6RT-300,1005.5 ,1008.0 ,1008.1 ,2021-10-06 00:01 ,1002.8 ,2021-10-06 14:04 ,30.2 ,35.0 ,2021-10-06 13:19 ,27.2 ,2021-10-06 03:53 ,21.7 ,61 ,43 ,2021-10-06 13:38 ,6.1 ,70 ,18.3 ,80 ,2021-10-06 12:15 ,0.0 ,0.0 ,0.0 ,... ,0.0 ,... ,11.1 ,95.1 ,22.04 ,28.0 ,7.7 ,9 ,2021-10-06 12:00 ,1.2 
1367,3273,2021/10/6,,861,22.87,438.3,25.11,121.26,-160.0,6353,29.6,MM60-6RT-300,1005.5 ,1008.0 ,1008.1 ,2021-10-06 00:01 ,1002.8 ,2021-10-06 14:04 ,30.2 ,35.0 ,2021-10-06 13:19 ,27.2 ,2021-10-06 03:53 ,21.7 ,61 ,43 ,2021-10-06 13:38 ,6.1 ,70 ,18.3 ,80 ,2021-10-06 12:15 ,0.0 ,0.0 ,0.0 ,... ,0.0 ,... ,11.1 ,95.1 ,22.04 ,28.0 ,7.7 ,9 ,2021-10-06 12:00 ,1.2 
1368,3274,2021/10/6,,1372,23.87,283.2,24.98,121.03,-31.0,6631,30.0,SEC-6M-60A-295,1005.5 ,1008.0 ,1008.1 ,2021-10-06 00:01 ,1002.8 ,2021-10-06 14:04 ,30.2 ,35.0 ,2021-10-06 13:19 ,27.2 ,2021-10-06 03:53 ,21.7 ,61 ,43 ,2021-10-06 13:38 ,6.1 ,70 ,18.3 ,80 ,2021-10-06 12:15 ,0.0 ,0.0 ,0.0 ,... ,0.0 ,... ,11.1 ,95.1 ,22.04 ,28.0 ,7.7 ,9 ,2021-10-06 12:00 ,1.2 
1369,3282,2021/10/6,,2340,23.87,498.6,25.03,121.08,-95.0,6631,30.2,MM60-6RT-300,1005.5 ,1008.0 ,1008.1 ,2021-10-06 00:01 ,1002.8 ,2021-10-06 14:04 ,30.2 ,35.0 ,2021-10-06 13:19 ,27.2 ,2021-10-06 03:53 ,21.7 ,61 ,43 ,2021-10-06 13:38 ,6.1 ,70 ,18.3 ,80 ,2021-10-06 12:15 ,0.0 ,0.0 ,0.0 ,... ,0.0 ,... ,11.1 ,95.1 ,22.04 ,28.0 ,7.7 ,9 ,2021-10-06 12:00 ,1.2 
1370,3283,2021/10/7,,1166,21.04,283.2,24.98,121.03,-31.0,5844,29.2,SEC-6M-60A-295,1005.2 ,1007.6 ,1007.2 ,2021-10-07 08:55 ,1003.3 ,2021-10-07 14:48 ,29.6 ,35.3 ,2021-10-07 13:50 ,25.4 ,2021-10-07 02:57 ,22.1 ,65 ,46 ,2021-10-07 12:42 ,2.4 ,100 ,7.3 ,30 ,2021-10-07 13:12 ,0.0 ,0.0 ,0.0 ,... ,0.0 ,... ,7.3 ,62.7 ,17.89 ,17.6 ,5.4 ,8 ,2021-10-07 12:00 ,6.2 
1371,3284,2021/10/7,,1801,21.04,498.6,25.03,121.08,-95.0,5844,29.6,MM60-6RT-300,1005.2 ,1007.6 ,1007.2 ,2021-10-07 08:55 ,1003.3 ,2021-10-07 14:48 ,29.6 ,35.3 ,2021-10-07 13:50 ,25.4 ,2021-10-07 02:57 ,22.1 ,65 ,46 ,2021-10-07 12:42 ,2.4 ,100 ,7.3 ,30 ,2021-10-07 13:12 ,0.0 ,0.0 ,0.0 ,... ,0.0 ,... ,7.3 ,62.7 ,17.89 ,17.6 ,5.4 ,8 ,2021-10-07 12:00 ,6.2 
1372,3287,2021/10/7,,2045,18.48,499.8,25.11,121.26,22.0,5133,30.2,MM60-6RT-300,1005.2 ,1007.6 ,1007.2 ,2021-10-07 08:55 ,1003.3 ,2021-10-07 14:48 ,29.6 ,35.3 ,2021-10-07 13:50 ,25.4 ,2021-10-07 02:57 ,22.1 ,65 ,46 ,2021-10-07 12:42 ,2.4 ,100 ,7.3 ,30 ,2021-10-07 13:12 ,0.0 ,0.0 ,0.0 ,... ,0.0 ,... ,7.3 ,62.7 ,17.89 ,17.6 ,5.4 ,8 ,2021-10-07 12:00 ,6.2 
1373,3288,2021/10/7,,675,18.48,438.3,25.11,121.26,-160.0,5133,30.2,MM60-6RT-300,1005.2 ,1007.6 ,1007.2 ,2021-10-07 08:55 ,1003.3 ,2021-10-07 14:48 ,29.6 ,35.3 ,2021-10-07 13:50 ,25.4 ,2021-10-07 02:57 ,22.1 ,65 ,46 ,2021-10-07 12:42 ,2.4 ,100 ,7.3 ,30 ,2021-10-07 13:12 ,0.0 ,0.0 ,0.0 ,... ,0.0 ,... ,7.3 ,62.7 ,17.89 ,17.6 ,5.4 ,8 ,2021-10-07 12:00 ,6.2 
1374,3296,2021/10/8,,1119,19.01,283.2,24.98,121.03,-31.0,5281,29.4,SEC-6M-60A-295,1005.8 ,1008.3 ,1007.4 ,2021-10-08 22:12 ,1004.1 ,2021-10-08 14:28 ,29.8 ,34.4 ,2021-10-08 14:32 ,26.1 ,2021-10-08 05:17 ,22.1 ,64 ,48 ,2021-10-08 14:39 ,3.3 ,90 ,12.0 ,100 ,2021-10-08 16:11 ,0.0 ,0.0 ,0.0 ,... ,0.0 ,... ,7.8 ,67.1 ,18.43 ,18.4 ,7.0 ,9 ,2021-10-08 12:00 ,7.2 
1375,3297,2021/10/8,,1834,19.01,498.6,25.03,121.08,-95.0,5281,29.8,MM60-6RT-300,1005.8 ,1008.3 ,1007.4 ,2021-10-08 22:12 ,1004.1 ,2021-10-08 14:28 ,29.8 ,34.4 ,2021-10-08 14:32 ,26.1 ,2021-10-08 05:17 ,22.1 ,64 ,48 ,2021-10-08 14:39 ,3.3 ,90 ,12.0 ,100 ,2021-10-08 16:11 ,0.0 ,0.0 ,0.0 ,... ,0.0 ,... ,7.8 ,67.1 ,18.43 ,18.4 ,7.0 ,9 ,2021-10-08 12:00 ,7.2 
1376,3300,2021/10/8,,1789,18.14,499.8,25.11,121.26,22.0,5039,29.9,MM60-6RT-300,1005.8 ,1008.3 ,1007.4 ,2021-10-08 22:12 ,1004.1 ,2021-10-08 14:28 ,29.8 ,34.4 ,2021-10-08 14:32 ,26.1 ,2021-10-08 05:17 ,22.1 ,64 ,48 ,2021-10-08 14:39 ,3.3 ,90 ,12.0 ,100 ,2021-10-08 16:11 ,0.0 ,0.0 ,0.0 ,... ,0.0 ,... ,7.8 ,67.1 ,18.43 ,18.4 ,7.0 ,9 ,2021-10-08 12:00 ,7.2 
1377,3301,2021/10/8,,1440,18.14,438.3,25.11,121.26,-160.0,5039,29.9,MM60-6RT-300,1005.8 ,1008.3 ,1007.4 ,2021-10-08 22:12 ,1004.1 ,2021-10-08 14:28 ,29.8 ,34.4 ,2021-10-08 14:32 ,26.1 ,2021-10-08 05:17 ,22.1 ,64 ,48 ,2021-10-08 14:39 ,3.3 ,90 ,12.0 ,100 ,2021-10-08 16:11 ,0.0 ,0.0 ,0.0 ,... ,0.0 ,... ,7.8 ,67.1 ,18.43 ,18.4 ,7.0 ,9 ,2021-10-08 12:00 ,7.2 
1378,3309,2021/10/9,,2081,22.33,499.8,25.11,121.26,22.0,6203,29.4,MM60-6RT-300,1006.4 ,1008.9 ,1007.6 ,2021-10-09 09:19 ,1004.6 ,2021-10-09 14:17 ,29.8 ,34.0 ,2021-10-09 13:12 ,27.3 ,2021-10-09 03:40 ,21.7 ,62 ,48 ,2021-10-09 12:25 ,7.3 ,70 ,21.5 ,60 ,2021-10-09 11:09 ,0.0 ,0.0 ,0.0 ,... ,0.0 ,... ,10.9 ,94.0 ,21.54 ,23.2 ,7.7 ,10 ,2021-10-09 12:00 ,5.0 
1379,3310,2021/10/9,,1690,22.33,438.3,25.11,121.26,-160.0,6203,29.4,MM60-6RT-300,1006.4 ,1008.9 ,1007.6 ,2021-10-09 09:19 ,1004.6 ,2021-10-09 14:17 ,29.8 ,34.0 ,2021-10-09 13:12 ,27.3 ,2021-10-09 03:40 ,21.7 ,62 ,48 ,2021-10-09 12:25 ,7.3 ,70 ,21.5 ,60 ,2021-10-09 11:09 ,0.0 ,0.0 ,0.0 ,... ,0.0 ,... ,10.9 ,94.0 ,21.54 ,23.2 ,7.7 ,10 ,2021-10-09 12:00 ,5.0 
1380,3311,2021/10/9,,1319,22.45,283.2,24.98,121.03,-31.0,6236,29.4,SEC-6M-60A-295,1006.4 ,1008.9 ,1007.6 ,2021-10-09 09:19 ,1004.6 ,2021-10-09 14:17 ,29.8 ,34.0 ,2021-10-09 13:12 ,27.3 ,2021-10-09 03:40 ,21.7 ,62 ,48 ,2021-10-09 12:25 ,7.3 ,70 ,21.5 ,60 ,2021-10-09 11:09 ,0.0 ,0.0 ,0.0 ,... ,0.0 ,... ,10.9 ,94.0 ,21.54 ,23.2 ,7.7 ,10 ,2021-10-09 12:00 ,5.0 
1381,3312,2021/10/9,,2317,22.45,498.6,25.03,121.08,-95.0,6236,29.8,MM60-6RT-300,1006.4 ,1008.9 ,1007.6 ,2021-10-09 09:19 ,1004.6 ,2021-10-09 14:17 ,29.8 ,34.0 ,2021-10-09 13:12 ,27.3 ,2021-10-09 03:40 ,21.7 ,62 ,48 ,2021-10-09 12:25 ,7.3 ,70 ,21.5 ,60 ,2021-10-09 11:09 ,0.0 ,0.0 ,0.0 ,... ,0.0 ,... ,10.9 ,94.0 ,21.54 ,23.2 ,7.7 ,10 ,2021-10-09 12:00 ,5.0 
1382,3323,2021/10/10,,2134,22.47,499.8,25.11,121.26,22.0,6242,29.1,MM60-6RT-300,1005.6 ,1008.1 ,1007.4 ,2021-10-10 20:55 ,1003.2 ,2021-10-10 14:22 ,29.5 ,34.2 ,2021-10-10 11:11 ,25.8 ,2021-10-10 22:46 ,22.2 ,66 ,41 ,2021-10-10 13:38 ,8.5 ,60 ,20.1 ,80 ,2021-10-10 11:48 ,0.5 ,0.1 ,0.5 ,2021-10-10 22:43 ,0.5 ,2021-10-10 22:43 ,11.3 ,97.6 ,21.79 ,25.6 ,-5.6 ,10 ,2021-10-10 12:00 ,0.6 
1383,3324,2021/10/10,,1750,22.47,438.3,25.11,121.26,-160.0,6242,29.1,MM60-6RT-300,1005.6 ,1008.1 ,1007.4 ,2021-10-10 20:55 ,1003.2 ,2021-10-10 14:22 ,29.5 ,34.2 ,2021-10-10 11:11 ,25.8 ,2021-10-10 22:46 ,22.2 ,66 ,41 ,2021-10-10 13:38 ,8.5 ,60 ,20.1 ,80 ,2021-10-10 11:48 ,0.5 ,0.1 ,0.5 ,2021-10-10 22:43 ,0.5 ,2021-10-10 22:43 ,11.3 ,97.6 ,21.79 ,25.6 ,-5.6 ,10 ,2021-10-10 12:00 ,0.6 
1384,3325,2021/10/10,,2318,23.85,498.6,25.03,121.08,-95.0,6625,29.5,MM60-6RT-300,1005.6 ,1008.1 ,1007.4 ,2021-10-10 20:55 ,1003.2 ,2021-10-10 14:22 ,29.5 ,34.2 ,2021-10-10 11:11 ,25.8 ,2021-10-10 22:46 ,22.2 ,66 ,41 ,2021-10-10 13:38 ,8.5 ,60 ,20.1 ,80 ,2021-10-10 11:48 ,0.5 ,0.1 ,0.5 ,2021-10-10 22:43 ,0.5 ,2021-10-10 22:43 ,11.3 ,97.6 ,21.79 ,25.6 ,-5.6 ,10 ,2021-10-10 12:00 ,0.6 
1385,3326,2021/10/10,,1364,23.85,283.2,24.98,121.03,-31.0,6625,29.5,SEC-6M-60A-295,1005.6 ,1008.1 ,1007.4 ,2021-10-10 20:55 ,1003.2 ,2021-10-10 14:22 ,29.5 ,34.2 ,2021-10-10 11:11 ,25.8 ,2021-10-10 22:46 ,22.2 ,66 ,41 ,2021-10-10 13:38 ,8.5 ,60 ,20.1 ,80 ,2021-10-10 11:48 ,0.5 ,0.1 ,0.5 ,2021-10-10 22:43 ,0.5 ,2021-10-10 22:43 ,11.3 ,97.6 ,21.79 ,25.6 ,-5.6 ,10 ,2021-10-10 12:00 ,0.6 
1386,3337,2021/10/11,,609,6.15,499.8,25.11,121.26,22.0,1708,26.2,MM60-6RT-300,1002.0 ,1004.5 ,1006.0 ,2021-10-11 00:01 ,999.1 ,2021-10-11 23:46 ,26.6 ,27.7 ,2021-10-11 11:12 ,25.6 ,2021-10-11 04:34 ,25.3 ,93 ,85 ,2021-10-11 13:51 ,11.5 ,50 ,26.8 ,40 ,2021-10-11 21:03 ,93.5 ,10.0 ,8.5 ,2021-10-11 18:39 ,13.0 ,2021-10-11 05:01 ,0.3 ,2.6 ,5.86 ,10.6 ,/ ,4 ,2021-10-11 12:00 ,10.0 
1387,3338,2021/10/11,,534,9.88,283.2,24.98,121.03,-31.0,2744,26.2,SEC-6M-60A-295,1002.0 ,1004.5 ,1006.0 ,2021-10-11 00:01 ,999.1 ,2021-10-11 23:46 ,26.6 ,27.7 ,2021-10-11 11:12 ,25.6 ,2021-10-11 04:34 ,25.3 ,93 ,85 ,2021-10-11 13:51 ,11.5 ,50 ,26.8 ,40 ,2021-10-11 21:03 ,93.5 ,10.0 ,8.5 ,2021-10-11 18:39 ,13.0 ,2021-10-11 05:01 ,0.3 ,2.6 ,5.86 ,10.6 ,/ ,4 ,2021-10-11 12:00 ,10.0 
1388,3339,2021/10/11,,397,6.15,438.3,25.11,121.26,-160.0,1708,26.2,MM60-6RT-300,1002.0 ,1004.5 ,1006.0 ,2021-10-11 00:01 ,999.1 ,2021-10-11 23:46 ,26.6 ,27.7 ,2021-10-11 11:12 ,25.6 ,2021-10-11 04:34 ,25.3 ,93 ,85 ,2021-10-11 13:51 ,11.5 ,50 ,26.8 ,40 ,2021-10-11 21:03 ,93.5 ,10.0 ,8.5 ,2021-10-11 18:39 ,13.0 ,2021-10-11 05:01 ,0.3 ,2.6 ,5.86 ,10.6 ,/ ,4 ,2021-10-11 12:00 ,10.0 
1389,3340,2021/10/11,,667,9.88,498.6,25.03,121.08,-95.0,2744,26.6,MM60-6RT-300,1002.0 ,1004.5 ,1006.0 ,2021-10-11 00:01 ,999.1 ,2021-10-11 23:46 ,26.6 ,27.7 ,2021-10-11 11:12 ,25.6 ,2021-10-11 04:34 ,25.3 ,93 ,85 ,2021-10-11 13:51 ,11.5 ,50 ,26.8 ,40 ,2021-10-11 21:03 ,93.5 ,10.0 ,8.5 ,2021-10-11 18:39 ,13.0 ,2021-10-11 05:01 ,0.3 ,2.6 ,5.86 ,10.6 ,/ ,4 ,2021-10-11 12:00 ,10.0 
1390,3351,2021/10/12,,678,10.62,283.2,24.98,121.03,-31.0,2950,28.2,SEC-6M-60A-295,999.0 ,1001.4 ,1001.6 ,2021-10-12 21:27 ,995.9 ,2021-10-12 03:20 ,28.7 ,31.2 ,2021-10-12 14:45 ,25.6 ,2021-10-12 00:01 ,24.4 ,78 ,63 ,2021-10-12 14:44 ,10.3 ,60 ,23.5 ,40 ,2021-10-12 02:07 ,4.0 ,1.8 ,1.5 ,2021-10-12 01:46 ,2.5 ,2021-10-12 01:46 ,4.3 ,37.3 ,10.72 ,16.2 ,-4.5 ,7 ,2021-10-12 12:00 ,8.4 
1391,3352,2021/10/12,,1430,12.4,499.8,25.11,121.26,22.0,3444,28.4,MM60-6RT-300,999.0 ,1001.4 ,1001.6 ,2021-10-12 21:27 ,995.9 ,2021-10-12 03:20 ,28.7 ,31.2 ,2021-10-12 14:45 ,25.6 ,2021-10-12 00:01 ,24.4 ,78 ,63 ,2021-10-12 14:44 ,10.3 ,60 ,23.5 ,40 ,2021-10-12 02:07 ,4.0 ,1.8 ,1.5 ,2021-10-12 01:46 ,2.5 ,2021-10-12 01:46 ,4.3 ,37.3 ,10.72 ,16.2 ,-4.5 ,7 ,2021-10-12 12:00 ,8.4 
1392,3353,2021/10/12,,1116,12.4,438.3,25.11,121.26,-160.0,3444,28.4,MM60-6RT-300,999.0 ,1001.4 ,1001.6 ,2021-10-12 21:27 ,995.9 ,2021-10-12 03:20 ,28.7 ,31.2 ,2021-10-12 14:45 ,25.6 ,2021-10-12 00:01 ,24.4 ,78 ,63 ,2021-10-12 14:44 ,10.3 ,60 ,23.5 ,40 ,2021-10-12 02:07 ,4.0 ,1.8 ,1.5 ,2021-10-12 01:46 ,2.5 ,2021-10-12 01:46 ,4.3 ,37.3 ,10.72 ,16.2 ,-4.5 ,7 ,2021-10-12 12:00 ,8.4 
1393,3354,2021/10/12,,1302,10.62,498.6,25.03,121.08,-95.0,2950,28.7,MM60-6RT-300,999.0 ,1001.4 ,1001.6 ,2021-10-12 21:27 ,995.9 ,2021-10-12 03:20 ,28.7 ,31.2 ,2021-10-12 14:45 ,25.6 ,2021-10-12 00:01 ,24.4 ,78 ,63 ,2021-10-12 14:44 ,10.3 ,60 ,23.5 ,40 ,2021-10-12 02:07 ,4.0 ,1.8 ,1.5 ,2021-10-12 01:46 ,2.5 ,2021-10-12 01:46 ,4.3 ,37.3 ,10.72 ,16.2 ,-4.5 ,7 ,2021-10-12 12:00 ,8.4 
1394,3365,2021/10/13,,648,8.83,283.2,24.98,121.03,-31.0,2453,27.3,SEC-6M-60A-295,1005.2 ,1007.7 ,1007.6 ,2021-10-13 21:49 ,1000.8 ,2021-10-13 00:11 ,27.9 ,31.0 ,2021-10-13 11:46 ,26.0 ,2021-10-13 05:32 ,24.5 ,82 ,68 ,2021-10-13 11:47 ,3.0 ,100 ,20.2 ,120 ,2021-10-13 00:13 ,1.5 ,1.3 ,0.5 ,2021-10-13 04:23 ,1.5 ,2021-10-13 04:23 ,1.6 ,13.9 ,9.33 ,18.8 ,-1.7 ,6 ,2021-10-13 12:00 ,9.4 
1395,3366,2021/10/13,,880,7.04,499.8,25.11,121.26,22.0,1956,27.7,MM60-6RT-300,1005.2 ,1007.7 ,1007.6 ,2021-10-13 21:49 ,1000.8 ,2021-10-13 00:11 ,27.9 ,31.0 ,2021-10-13 11:46 ,26.0 ,2021-10-13 05:32 ,24.5 ,82 ,68 ,2021-10-13 11:47 ,3.0 ,100 ,20.2 ,120 ,2021-10-13 00:13 ,1.5 ,1.3 ,0.5 ,2021-10-13 04:23 ,1.5 ,2021-10-13 04:23 ,1.6 ,13.9 ,9.33 ,18.8 ,-1.7 ,6 ,2021-10-13 12:00 ,9.4 
1396,3367,2021/10/13,,703,7.04,438.3,25.11,121.26,-160.0,1956,27.7,MM60-6RT-300,1005.2 ,1007.7 ,1007.6 ,2021-10-13 21:49 ,1000.8 ,2021-10-13 00:11 ,27.9 ,31.0 ,2021-10-13 11:46 ,26.0 ,2021-10-13 05:32 ,24.5 ,82 ,68 ,2021-10-13 11:47 ,3.0 ,100 ,20.2 ,120 ,2021-10-13 00:13 ,1.5 ,1.3 ,0.5 ,2021-10-13 04:23 ,1.5 ,2021-10-13 04:23 ,1.6 ,13.9 ,9.33 ,18.8 ,-1.7 ,6 ,2021-10-13 12:00 ,9.4 
1397,3368,2021/10/13,,992,8.83,498.6,25.03,121.08,-95.0,2453,27.9,MM60-6RT-300,1005.2 ,1007.7 ,1007.6 ,2021-10-13 21:49 ,1000.8 ,2021-10-13 00:11 ,27.9 ,31.0 ,2021-10-13 11:46 ,26.0 ,2021-10-13 05:32 ,24.5 ,82 ,68 ,2021-10-13 11:47 ,3.0 ,100 ,20.2 ,120 ,2021-10-13 00:13 ,1.5 ,1.3 ,0.5 ,2021-10-13 04:23 ,1.5 ,2021-10-13 04:23 ,1.6 ,13.9 ,9.33 ,18.8 ,-1.7 ,6 ,2021-10-13 12:00 ,9.4 
1398,3379,2021/10/14,,720,10.18,283.2,24.98,121.03,-31.0,2828,27.4,SEC-6M-60A-295,1007.2 ,1009.7 ,1009.0 ,2021-10-14 08:48 ,1005.7 ,2021-10-14 02:45 ,27.8 ,30.6 ,2021-10-14 13:45 ,25.7 ,2021-10-14 02:00 ,23.9 ,79 ,64 ,2021-10-14 13:51 ,3.2 ,60 ,14.1 ,70 ,2021-10-14 21:09 ,T ,0.1 ,T ,2021-10-14 03:36 ,T ,2021-10-14 03:36 ,0.3 ,2.6 ,10.98 ,18.4 ,3.9 ,6 ,2021-10-14 12:00 ,9.0 
1399,3380,2021/10/14,,1434,10.18,498.6,25.03,121.08,-95.0,2828,27.8,MM60-6RT-300,1007.2 ,1009.7 ,1009.0 ,2021-10-14 08:48 ,1005.7 ,2021-10-14 02:45 ,27.8 ,30.6 ,2021-10-14 13:45 ,25.7 ,2021-10-14 02:00 ,23.9 ,79 ,64 ,2021-10-14 13:51 ,3.2 ,60 ,14.1 ,70 ,2021-10-14 21:09 ,T ,0.1 ,T ,2021-10-14 03:36 ,T ,2021-10-14 03:36 ,0.3 ,2.6 ,10.98 ,18.4 ,3.9 ,6 ,2021-10-14 12:00 ,9.0 
1400,3381,2021/10/14,,1511,12.08,499.8,25.11,121.26,22.0,3356,28.1,MM60-6RT-300,1007.2 ,1009.7 ,1009.0 ,2021-10-14 08:48 ,1005.7 ,2021-10-14 02:45 ,27.8 ,30.6 ,2021-10-14 13:45 ,25.7 ,2021-10-14 02:00 ,23.9 ,79 ,64 ,2021-10-14 13:51 ,3.2 ,60 ,14.1 ,70 ,2021-10-14 21:09 ,T ,0.1 ,T ,2021-10-14 03:36 ,T ,2021-10-14 03:36 ,0.3 ,2.6 ,10.98 ,18.4 ,3.9 ,6 ,2021-10-14 12:00 ,9.0 
1401,3382,2021/10/14,,1196,12.08,438.3,25.11,121.26,-160.0,3356,28.1,MM60-6RT-300,1007.2 ,1009.7 ,1009.0 ,2021-10-14 08:48 ,1005.7 ,2021-10-14 02:45 ,27.8 ,30.6 ,2021-10-14 13:45 ,25.7 ,2021-10-14 02:00 ,23.9 ,79 ,64 ,2021-10-14 13:51 ,3.2 ,60 ,14.1 ,70 ,2021-10-14 21:09 ,T ,0.1 ,T ,2021-10-14 03:36 ,T ,2021-10-14 03:36 ,0.3 ,2.6 ,10.98 ,18.4 ,3.9 ,6 ,2021-10-14 12:00 ,9.0 
1402,3391,2021/10/15,,1313,22.19,283.2,24.98,121.03,-31.0,6164,28.3,SEC-6M-60A-295,1007.1 ,1009.6 ,1008.4 ,2021-10-15 08:47 ,1005.5 ,2021-10-15 13:52 ,28.5 ,31.9 ,2021-10-15 12:55 ,26.4 ,2021-10-15 05:58 ,21.0 ,64 ,51 ,2021-10-15 14:36 ,6.0 ,80 ,16.8 ,80 ,2021-10-15 12:23 ,0.0 ,0.0 ,0.0 ,... ,0.0 ,... ,9.1 ,79.4 ,19.35 ,27.2 ,6.1 ,9 ,2021-10-15 12:00 ,4.4 
1403,3392,2021/10/15,,2304,22.19,498.6,25.03,121.08,-95.0,6164,28.5,MM60-6RT-300,1007.1 ,1009.6 ,1008.4 ,2021-10-15 08:47 ,1005.5 ,2021-10-15 13:52 ,28.5 ,31.9 ,2021-10-15 12:55 ,26.4 ,2021-10-15 05:58 ,21.0 ,64 ,51 ,2021-10-15 14:36 ,6.0 ,80 ,16.8 ,80 ,2021-10-15 12:23 ,0.0 ,0.0 ,0.0 ,... ,0.0 ,... ,9.1 ,79.4 ,19.35 ,27.2 ,6.1 ,9 ,2021-10-15 12:00 ,4.4 
1404,3393,2021/10/15,,2400,21.82,499.8,25.11,121.26,22.0,6061,28.6,MM60-6RT-300,1007.1 ,1009.6 ,1008.4 ,2021-10-15 08:47 ,1005.5 ,2021-10-15 13:52 ,28.5 ,31.9 ,2021-10-15 12:55 ,26.4 ,2021-10-15 05:58 ,21.0 ,64 ,51 ,2021-10-15 14:36 ,6.0 ,80 ,16.8 ,80 ,2021-10-15 12:23 ,0.0 ,0.0 ,0.0 ,... ,0.0 ,... ,9.1 ,79.4 ,19.35 ,27.2 ,6.1 ,9 ,2021-10-15 12:00 ,4.4 
1405,3394,2021/10/15,,1969,21.82,438.3,25.11,121.26,-160.0,6061,28.6,MM60-6RT-300,1007.1 ,1009.6 ,1008.4 ,2021-10-15 08:47 ,1005.5 ,2021-10-15 13:52 ,28.5 ,31.9 ,2021-10-15 12:55 ,26.4 ,2021-10-15 05:58 ,21.0 ,64 ,51 ,2021-10-15 14:36 ,6.0 ,80 ,16.8 ,80 ,2021-10-15 12:23 ,0.0 ,0.0 ,0.0 ,... ,0.0 ,... ,9.1 ,79.4 ,19.35 ,27.2 ,6.1 ,9 ,2021-10-15 12:00 ,4.4 
1406,3405,2021/10/16,,2080,20.29,499.8,25.11,121.26,22.0,5636,26.7,MM60-6RT-300,1011.7 ,1014.2 ,1017.9 ,2021-10-16 23:27 ,1007.9 ,2021-10-16 00:47 ,26.8 ,31.3 ,2021-10-16 11:27 ,21.7 ,2021-10-16 23:32 ,22.3 ,77 ,57 ,2021-10-16 10:00 ,8.1 ,40 ,24.2 ,40 ,2021-10-16 21:05 ,10.5 ,2.3 ,3.5 ,2021-10-16 22:41 ,8.5 ,2021-10-16 22:26 ,9.2 ,80.5 ,20.42 ,19.2 ,-6.1 ,9 ,2021-10-16 12:00 ,5.2 
1407,3406,2021/10/16,,1736,20.29,438.3,25.11,121.26,-160.0,5636,26.7,MM60-6RT-300,1011.7 ,1014.2 ,1017.9 ,2021-10-16 23:27 ,1007.9 ,2021-10-16 00:47 ,26.8 ,31.3 ,2021-10-16 11:27 ,21.7 ,2021-10-16 23:32 ,22.3 ,77 ,57 ,2021-10-16 10:00 ,8.1 ,40 ,24.2 ,40 ,2021-10-16 21:05 ,10.5 ,2.3 ,3.5 ,2021-10-16 22:41 ,8.5 ,2021-10-16 22:26 ,9.2 ,80.5 ,20.42 ,19.2 ,-6.1 ,9 ,2021-10-16 12:00 ,5.2 
